"customer_id,age,gender,city,email"
"C000114,39,Male,Porto,user114@example.com"
"C000115,27,Female,Faro,user115@example.com"
"C000116,39,Female,Faro,user116@example.com"
"C000117,23,Female,Porto,user117@example.com"
"C000118,62,Other,Porto,user118@example.com"
"C000119,37,Male,Coimbra,user119@example.com"
"C000120,47,Female,Braga,user120@example.com"
"C000121,49,Female,Lisbon,user121@example.com"
"C000122,54,Female,Lisbon,user122@example.com"
"C000123,42,Female,Braga,user123@example.com"
"C000124,45,Female,Braga,user124@example.com"
"C000125,62,Female,Coimbra,user125@example.com"
"C000126,21,Other,Lisbon,user126@example.com"
"C000127,24,Female,Porto,user127@example.com"
"C000128,69,Female,Faro,user128@example.com"
"C000129,65,Other,Coimbra,user129@example.com"
"C000130,59,Female,Coimbra,user130@example.com"
"C000131,65,Male,Coimbra,user131@example.com"
"C000132,37,Other,Lisbon,user132@example.com"
"C000133,28,Other,Coimbra,user133@example.com"
"C000134,25,Female,Braga,user134@example.com"
"C000135,30,Female,Lisbon,user135@example.com"
"C000136,38,Male,Coimbra,user136@example.com"
"C000137,60,Female,Faro,user137@example.com"
"C000138,30,Other,Coimbra,user138@example.com"
"C000139,40,Other,Coimbra,user139@example.com"
"C000140,52,Other,Lisbon,Unknown"
"C000141,40,Other,Coimbra,user141@example.com"
"C000142,17,Male,Coimbra,user142@example.com"
"C000143,28,Female,Coimbra,user143@example.com"
"C000144,34,Male,Braga,user144@example.com"
"C000145,18,Male,Porto,user145@example.com"
"C000146,19,Female,Porto,user146@example.com"
"C000147,55,Male,Lisbon,user147@example.com"
"C000148,39,Female,Lisbon,user148@example.com"
"C000149,36,Female,Coimbra,user149@example.com"
"C000150,46,Female,Coimbra,user150@example.com"
"C000151,38,Other,Braga,user151@example.com"
"C000152,44,Female,Faro,user152@example.com"
"C000153,68,Other,Coimbra,user153@example.com"
"C000154,43,Male,Porto,user154@example.com"
"C000155,30,Female,Braga,user155@example.com"
"C000156,58,Male,Faro,user156@example.com"
"C000157,18,Male,Coimbra,user157@example.com"
"C000158,58,Other,Lisbon,user158@example.com"
"C000159,18,Female,Braga,user159@example.com"
"C000160,55,Male,Faro,user160@example.com"
"C000161,46,Male,Braga,user161@example.com"
"C000162,61,Female,Faro,user162@example.com"
"C000163,31,Female,Faro,user163@example.com"
"C000164,51,Female,Porto,user164@example.com"
"C000165,64,Female,Braga,user165@example.com"
"C000166,19,Other,Faro,user166@example.com"
"C000167,63,Female,Coimbra,user167@example.com"
"C000168,68,Male,Braga,user168@example.com"
"C000169,35,Other,Lisbon,user169@example.com"
"C000170,49,Female,Porto,user170@example.com"
"C000171,60,Male,Lisbon,user171@example.com"
"C000172,55,Male,Braga,user172@example.com"
"C000173,30,Female,Braga,user173@example.com"
"C000174,43,Male,Lisbon,user174@example.com"
"C000175,31,Male,Lisbon,user175@example.com"
"C000176,69,Other,Porto,user176@example.com"
"C000177,58,Other,Lisbon,user177@example.com"
"C000178,58,Other,Coimbra,user178@example.com"
"C000179,44,Male,Porto,user179@example.com"
"C000180,53,Other,Faro,user180@example.com"
"C000181,48,Other,Lisbon,user181@example.com"
"C000182,54,Other,Lisbon,user182@example.com"
"C000183,23,Other,Braga,Unknown"
"C000184,68,Female,Lisbon,user184@example.com"
"C000185,48,Other,Lisbon,user185@example.com"
"C000186,17,Male,Braga,user186@example.com"
"C000187,20,Female,Coimbra,user187@example.com"
"C000188,63,Female,Braga,user188@example.com"
"C000189,46,Other,Lisbon,user189@example.com"
"C000190,17,Other,Braga,user190@example.com"
"C000191,21,Female,Braga,user191@example.com"
"C000192,40,Male,Lisbon,user192@example.com"
"C000193,52,Female,Faro,user193@example.com"
"C000194,61,Other,Lisbon,user194@example.com"
"C000195,21,Other,Porto,user195@example.com"
"C000196,45,Male,Lisbon,user196@example.com"
"C000197,51,Female,Lisbon,user197@example.com"
"C000198,66,Female,Faro,user198@example.com"
"C000199,41,Female,Coimbra,user199@example.com"
"C000200,26,Female,Coimbra,user200@example.com"
"C000201,32,Male,Braga,user201@example.com"
"C000202,43,Other,Lisbon,user202@example.com"
"C000203,53,Other,Porto,user203@example.com"
"C000204,60,Male,Braga,user204@example.com"
"C000205,49,Other,Braga,user205@example.com"
"C000206,46,Female,Faro,user206@example.com"
"C000207,30,Female,Coimbra,user207@example.com"
"C000208,52,Male,Porto,user208@example.com"
"C000209,36,Male,Lisbon,user209@example.com"
"C000210,40,Male,Faro,user210@example.com"
"C000211,66,Male,Lisbon,user211@example.com"
"C000212,65,Male,Lisbon,user212@example.com"
"C000213,53,Male,Braga,user213@example.com"
"C000214,34,Female,Porto,user214@example.com"
"C000215,40,Other,Faro,user215@example.com"
"C000216,53,Female,Porto,user216@example.com"
"C000217,20,Female,Coimbra,user217@example.com"
"C000218,27,Male,Coimbra,user218@example.com"
"C000219,65,Male,Coimbra,user219@example.com"
"C000220,45,Male,Braga,user220@example.com"
"C000221,16,Other,Porto,user221@example.com"
"C000222,28,Male,Porto,user222@example.com"
"C000223,24,Male,Coimbra,user223@example.com"
"C000224,45,Female,Faro,user224@example.com"
"C000225,46,Male,Faro,user225@example.com"
"C000226,28,Female,Braga,user226@example.com"
"C000227,17,Female,Porto,user227@example.com"
"C000228,17,Other,Faro,user228@example.com"
"C000229,44,Other,Braga,user229@example.com"
"C000230,61,Male,Porto,user230@example.com"
"C000231,64,Female,Porto,user231@example.com"
"C000232,68,Female,Coimbra,user232@example.com"
"C000233,49,Female,Faro,user233@example.com"
"C000234,29,Female,Lisbon,user234@example.com"
"C000235,49,Female,Lisbon,user235@example.com"
"C000236,52,Female,Braga,user236@example.com"
"C000237,29,Female,Braga,user237@example.com"
"C000238,38,Female,Braga,user238@example.com"
"C000239,61,Male,Braga,user239@example.com"
"C000240,61,Male,Faro,user240@example.com"
"C000241,24,Male,Braga,user241@example.com"
"C000242,61,Other,Braga,user242@example.com"
"C000243,56,Other,Lisbon,Unknown"
"C000244,55,Female,Faro,user244@example.com"
"C000245,67,Male,Lisbon,user245@example.com"
"C000246,52,Other,Braga,user246@example.com"
"C000247,23,Male,Lisbon,user247@example.com"
"C000248,27,Female,Coimbra,user248@example.com"
"C000249,46,Female,Lisbon,user249@example.com"
"C000250,17,Female,Lisbon,user250@example.com"
"C000251,59,Male,Coimbra,user251@example.com"
"C000252,60,Male,Porto,user252@example.com"
"C000253,32,Female,Faro,user253@example.com"
"C000254,36,Other,Porto,Unknown"
"C000255,47,Male,Coimbra,user255@example.com"
"C000256,54,Other,Braga,user256@example.com"
"C000257,19,Male,Coimbra,user257@example.com"
"C000258,60,Male,Coimbra,user258@example.com"
"C000259,53,Male,Faro,user259@example.com"
"C000260,49,Other,Lisbon,user260@example.com"
"C000261,42,Male,Coimbra,user261@example.com"
"C000262,36,Female,Braga,user262@example.com"
"C000263,33,Male,Lisbon,user263@example.com"
"C000264,48,Male,Coimbra,user264@example.com"
"C000265,56,Other,Faro,user265@example.com"
"C000266,34,Male,Coimbra,user266@example.com"
"C000267,50,Female,Lisbon,user267@example.com"
"C000268,45,Female,Lisbon,user268@example.com"
"C000269,47,Other,Braga,user269@example.com"
"C000270,47,Other,Porto,user270@example.com"
"C000271,61,Male,Coimbra,user271@example.com"
"C000272,46,Male,Faro,user272@example.com"
"C000273,23,Male,Braga,user273@example.com"
"C000274,69,Male,Porto,user274@example.com"
"C000275,38,Female,Lisbon,user275@example.com"
"C000276,68,Male,Braga,user276@example.com"
"C000277,65,Female,Lisbon,user277@example.com"
"C000278,63,Other,Lisbon,user278@example.com"
"C000279,24,Other,Coimbra,user279@example.com"
"C000280,66,Female,Lisbon,Unknown"
"C000281,46,Male,Lisbon,user281@example.com"
"C000282,31,Female,Faro,user282@example.com"
"C000283,33,Male,Braga,user283@example.com"
"C000284,63,Male,Porto,user284@example.com"
"C000285,66,Male,Braga,user285@example.com"
"C000286,17,Other,Lisbon,user286@example.com"
"C000287,59,Male,Braga,user287@example.com"
"C000288,66,Other,Faro,user288@example.com"
"C000289,26,Other,Porto,user289@example.com"
"C000290,65,Male,Lisbon,user290@example.com"
"C000291,53,Other,Porto,user291@example.com"
"C000292,16,Male,Porto,user292@example.com"
"C000293,40,Other,Porto,user293@example.com"
"C000294,34,Female,Porto,user294@example.com"
"C000295,40,Male,Porto,user295@example.com"
"C000296,30,Male,Porto,user296@example.com"
"C000297,68,Male,Braga,user297@example.com"
"C000298,34,Male,Braga,user298@example.com"
"C000299,51,Other,Faro,user299@example.com"
"C000300,17,Other,Braga,user300@example.com"
"C000301,33,Male,Porto,user301@example.com"
"C000302,51,Other,Braga,user302@example.com"
"C000303,33,Male,Coimbra,user303@example.com"
"C000304,34,Female,Porto,user304@example.com"
"C000305,67,Male,Lisbon,user305@example.com"
"C000306,44,Male,Coimbra,user306@example.com"
"C000307,55,Other,Braga,user307@example.com"
"C000308,36,???,Lisbon,user308@example.com"
"C000309,31,Male,Braga,user309@example.com"
"C000310,25,Female,Coimbra,user310@example.com"
"C000311,21,Male,Lisbon,user311@example.com"
"C000312,28,Male,Porto,user312@example.com"
"C000313,47,Female,Braga,user313@example.com"
"C000314,41,Other,Porto,user314@example.com"
"C000315,21,Male,Faro,user315@example.com"
"C000316,67,Male,Faro,user316@example.com"
"C000317,51,Male,Porto,user317@example.com"
"C000318,38,Other,Faro,user318@example.com"
"C000319,20,Other,Lisbon,user319@example.com"
"C000320,21,Other,Lisbon,user320@example.com"
"C000321,53,Other,Faro,user321@example.com"
"C000322,46,Male,Lisbon,user322@example.com"
"C000323,54,Male,Braga,user323@example.com"
"C000324,50,Female,Porto,user324@example.com"
"C000325,69,Male,Faro,user325@example.com"
"C000326,61,Male,Braga,user326@example.com"
"C000327,54,Female,Coimbra,user327@example.com"
"C000328,54,Male,Braga,user328@example.com"
"C000329,37,Other,Coimbra,user329@example.com"
"C000330,67,Female,Porto,user330@example.com"
"C000331,30,Male,Coimbra,user331@example.com"
"C000332,30,Female,Faro,user332@example.com"
"C000333,55,Female,Porto,user333@example.com"
"C000334,52,Female,Braga,user334@example.com"
"C000335,24,Other,Braga,user335@example.com"
"C000336,16,Other,Coimbra,user336@example.com"
"C000337,40,Male,Lisbon,user337@example.com"
"C000338,18,Female,Coimbra,user338@example.com"
"C000339,58,Male,Lisbon,user339@example.com"
"C000340,68,Male,Porto,user340@example.com"
"C000341,16,Female,Coimbra,user341@example.com"
"C000342,68,Male,Coimbra,user342@example.com"
"C000343,23,Male,Porto,user343@example.com"
"C000344,18,Other,Porto,user344@example.com"
"C000345,16,Male,Porto,user345@example.com"
"C000346,19,Female,Coimbra,user346@example.com"
"C000347,57,Other,Faro,user347@example.com"
"C000348,41,Other,Coimbra,user348@example.com"
"C000349,30,Female,Porto,user349@example.com"
"C000350,20,Other,Porto,Unknown"
"C000351,52,Male,Porto,user351@example.com"
"C000352,44,Male,Coimbra,user352@example.com"
"C000353,45,Male,Braga,user353@example.com"
"C000354,63,Male,Porto,user354@example.com"
"C000355,50,Male,Lisbon,user355@example.com"
"C000356,42,Female,Lisbon,user356@example.com"
"C000357,47,Female,Braga,user357@example.com"
"C000358,69,Other,Braga,user358@example.com"
"C000359,20,Female,Porto,user359@example.com"
"C000360,39,Female,Faro,user360@example.com"
"C000361,24,Male,Coimbra,user361@example.com"
"C000362,64,Female,Braga,user362@example.com"
"C000363,39,Male,Coimbra,user363@example.com"
"C000364,62,Female,Braga,user364@example.com"
"C000365,31,Male,Porto,user365@example.com"
"C000366,49,Female,Braga,user366@example.com"
"C000367,43,Female,Coimbra,user367@example.com"
"C000368,39,Male,Coimbra,user368@example.com"
"C000369,36,Male,Lisbon,user369@example.com"
"C000370,45,Female,Faro,user370@example.com"
"C000371,50,Female,Braga,user371@example.com"
"C000372,17,Other,Braga,user372@example.com"
"C000373,22,Male,Faro,user373@example.com"
"C000374,23,Female,Lisbon,user374@example.com"
"C000375,58,Female,Porto,user375@example.com"
"C000376,50,Female,Coimbra,Unknown"
"C000377,67,Female,Lisbon,user377@example.com"
"C000378,49,Other,Lisbon,user378@example.com"
"C000379,53,Female,Coimbra,user379@example.com"
"C000380,63,Other,Porto,user380@example.com"
"C000381,27,Female,Coimbra,user381@example.com"
"C000382,41,Male,Braga,user382@example.com"
"C000383,31,Female,Lisbon,user383@example.com"
"C000384,19,Female,Lisbon,user384@example.com"
"C000385,47,Male,Coimbra,user385@example.com"
"C000386,20,Male,Faro,user386@example.com"
"C000387,37,Female,Braga,user387@example.com"
"C000388,16,Female,Coimbra,user388@example.com"
"C000389,38,Male,Coimbra,user389@example.com"
"C000390,60,Female,Faro,user390@example.com"
"C000391,69,Male,Porto,user391@example.com"
"C000392,68,Other,Coimbra,user392@example.com"
"C000393,67,Other,Lisbon,user393@example.com"
"C000394,46,Male,Porto,user394@example.com"
"C000395,19,Female,Braga,user395@example.com"
"C000396,45,Female,Faro,user396@example.com"
"C000397,36,Male,Braga,user397@example.com"
"C000398,32,Male,Coimbra,user398@example.com"
"C000399,34,Other,Coimbra,user399@example.com"
"C000400,41,Other,Coimbra,user400@example.com"
"C000401,20,Male,Porto,user401@example.com"
"C000402,48,Other,Porto,user402@example.com"
"C000403,36,Male,Coimbra,user403@example.com"
"C000404,23,Male,Porto,user404@example.com"
"C000405,63,Male,Lisbon,user405@example.com"
"C000406,35,Female,Faro,user406@example.com"
"C000407,45,Female,Lisbon,user407@example.com"
"C000408,23,Other,Porto,user408@example.com"
"C000409,60,Male,Braga,user409@example.com"
"C000410,16,Male,Porto,user410@example.com"
"C000411,47,Female,Coimbra,user411@example.com"
"C000412,21,Female,Faro,Unknown"
"C000413,46,Male,Faro,user413@example.com"
"C000414,26,Female,Braga,user414@example.com"
"C000415,42,Male,Coimbra,user415@example.com"
"C000416,66,Male,Braga,user416@example.com"
"C000417,47,Other,Porto,user417@example.com"
"C000418,65,Female,Coimbra,user418@example.com"
"C000419,22,Male,Porto,user419@example.com"
"C000420,61,Other,Coimbra,user420@example.com"
"C000421,45,Male,Coimbra,user421@example.com"
"C000422,52,Female,Braga,user422@example.com"
"C000423,51,Female,Faro,user423@example.com"
"C000424,32,Female,Lisbon,user424@example.com"
"C000425,50,Male,Braga,user425@example.com"
"C000426,27,Female,Faro,user426@example.com"
"C000427,20,Female,Coimbra,user427@example.com"
"C000428,17,Other,Faro,user428@example.com"
"C000429,37,Female,Porto,user429@example.com"
"C000430,61,Other,Braga,user430@example.com"
"C000431,37,Male,Lisbon,user431@example.com"
"C000432,42,Male,Porto,user432@example.com"
"C000433,22,Female,Braga,user433@example.com"
"C000434,30,Other,Lisbon,user434@example.com"
"C000435,23,Male,Braga,Unknown"
"C000436,25,Other,Braga,user436@example.com"
"C000437,52,Female,Braga,user437@example.com"
"C000438,51,Other,Braga,user438@example.com"
"C000439,54,Male,Braga,user439@example.com"
"C000440,28,Other,Faro,user440@example.com"
"C000441,31,Female,Porto,user441@example.com"
"C000442,68,Female,Faro,user442@example.com"
"C000443,63,Other,Lisbon,user443@example.com"
"C000444,54,Female,Porto,user444@example.com"
"C000445,29,Female,Coimbra,user445@example.com"
"C000446,21,Other,Braga,user446@example.com"
"C000447,50,Male,Braga,user447@example.com"
"C000448,34,Female,Faro,user448@example.com"
"C000449,32,Other,Coimbra,user449@example.com"
"C000450,30,Other,Braga,user450@example.com"
"C000451,26,Other,Porto,user451@example.com"
"C000452,37,Male,Lisbon,user452@example.com"
"C000453,43,Female,Coimbra,user453@example.com"
"C000454,48,Female,Coimbra,user454@example.com"
"C000455,30,Other,Lisbon,user455@example.com"
"C000456,16,Female,Lisbon,Unknown"
"C000457,54,Other,Lisbon,user457@example.com"
"C000458,39,Female,Lisbon,user458@example.com"
"C000459,21,Male,Braga,user459@example.com"
"C000460,32,Male,Lisbon,user460@example.com"
"C000461,62,Other,Braga,user461@example.com"
"C000462,47,Female,Braga,user462@example.com"
"C000463,36,Female,Lisbon,user463@example.com"
"C000464,49,Other,Faro,user464@example.com"
"C000465,27,Male,Braga,user465@example.com"
"C000466,61,Other,Lisbon,user466@example.com"
"C000467,66,Female,Braga,user467@example.com"
"C000468,19,Other,Coimbra,user468@example.com"
"C000469,59,Male,Porto,user469@example.com"
"C000470,45,Other,Faro,user470@example.com"
"C000471,41,Female,Coimbra,user471@example.com"
"C000472,46,Other,Lisbon,user472@example.com"
"C000473,46,Other,Lisbon,user473@example.com"
"C000474,17,Other,Coimbra,user474@example.com"
"C000475,24,Female,Faro,user475@example.com"
"C000476,46,Female,Lisbon,user476@example.com"
"C000477,50,Male,Coimbra,user477@example.com"
"C000478,43,Other,Braga,user478@example.com"
"C000479,30,Female,Coimbra,user479@example.com"
"C000480,32,Male,Lisbon,user480@example.com"
"C000481,34,Male,Coimbra,user481@example.com"
"C000482,64,Female,Coimbra,user482@example.com"
"C000483,69,Female,Coimbra,user483@example.com"
"C000484,49,Female,Lisbon,user484@example.com"
"C000485,63,Male,Porto,user485@example.com"
"C000486,58,Other,Coimbra,user486@example.com"
"C000487,42,Female,Braga,user487@example.com"
"C000488,20,Male,Coimbra,user488@example.com"
"C000489,22,Other,Braga,user489@example.com"
"C000490,66,Female,Lisbon,user490@example.com"
"C000491,28,Male,Braga,user491@example.com"
"C000492,35,Male,Faro,user492@example.com"
"C000493,22,Female,Braga,user493@example.com"
"C000494,45,Other,Braga,user494@example.com"
"C000495,26,Male,Braga,user495@example.com"
"C000496,64,Male,Faro,user496@example.com"
"C000497,21,Other,Coimbra,Unknown"
"C000498,59,Other,Braga,user498@example.com"
"C000499,50,Female,Lisbon,user499@example.com"
"C000500,22,Other,Lisbon,user500@example.com"
"C000501,25,Other,Coimbra,user501@example.com"
"C000502,53,Female,Coimbra,user502@example.com"
"C000503,59,Female,Coimbra,user503@example.com"
"C000504,29,Female,Porto,user504@example.com"
"C000505,30,Male,Porto,user505@example.com"
"C000506,61,Female,Coimbra,user506@example.com"
"C000507,25,Male,Braga,user507@example.com"
"C000508,57,Male,Coimbra,user508@example.com"
"C000509,43,Male,Coimbra,user509@example.com"
"C000510,59,Female,Braga,user510@example.com"
"C000511,53,Male,Braga,user511@example.com"
"C000512,44,Other,Porto,user512@example.com"
"C000513,29,Other,Faro,user513@example.com"
"C000514,55,Female,Porto,user514@example.com"
"C000515,23,Male,Faro,user515@example.com"
"C000516,36,Female,Faro,user516@example.com"
"C000517,27,Female,Braga,user517@example.com"
"C000518,42,Female,Porto,user518@example.com"
"C000519,65,Other,Porto,user519@example.com"
"C000520,32,Female,Braga,user520@example.com"
"C000521,48,Female,Lisbon,user521@example.com"
"C000522,23,Male,Porto,user522@example.com"
"C000523,44,Female,Porto,user523@example.com"
"C000524,42,Other,Lisbon,user524@example.com"
"C000525,51,Male,Lisbon,user525@example.com"
"C000526,42,Female,Lisbon,user526@example.com"
"C000527,47,Other,Faro,user527@example.com"
"C000528,50,Male,Porto,user528@example.com"
"C000529,40,Other,Braga,user529@example.com"
"C000530,48,Female,Braga,user530@example.com"
"C000531,37,Female,Braga,user531@example.com"
"C000532,21,Female,Lisbon,user532@example.com"
"C000533,39,Male,Faro,user533@example.com"
"C000534,52,Female,Faro,user534@example.com"
"C000535,18,Female,Lisbon,user535@example.com"
"C000536,43,Female,Lisbon,user536@example.com"
"C000537,67,Other,Lisbon,user537@example.com"
"C000538,47,Female,Faro,user538@example.com"
"C000539,44,Other,Braga,user539@example.com"
"C000540,16,Female,Porto,user540@example.com"
"C000541,57,Male,Braga,user541@example.com"
"C000542,66,Male,Braga,user542@example.com"
"C000543,40,Other,Coimbra,user543@example.com"
"C000544,62,Female,Faro,user544@example.com"
"C000545,67,Other,Porto,user545@example.com"
"C000546,24,???,Coimbra,user546@example.com"
"C000547,21,Other,Lisbon,user547@example.com"
"C000548,17,Other,Faro,user548@example.com"
"C000549,56,Female,Braga,user549@example.com"
"C000550,21,Other,Porto,user550@example.com"
"C000551,60,Male,Braga,user551@example.com"
"C000552,26,Other,Faro,user552@example.com"
"C000553,33,Female,Porto,user553@example.com"
"C000554,56,Male,Coimbra,user554@example.com"
"C000555,32,Other,Braga,user555@example.com"
"C000556,35,Female,Lisbon,user556@example.com"
"C000557,50,Other,Porto,user557@example.com"
"C000558,22,Other,Lisbon,user558@example.com"
"C000559,49,Male,Coimbra,user559@example.com"
"C000560,37,Female,Lisbon,user560@example.com"
"C000561,29,Other,Porto,user561@example.com"
"C000562,56,Other,Braga,user562@example.com"
"C000563,57,Female,Coimbra,user563@example.com"
"C000564,40,Female,Coimbra,user564@example.com"
"C000565,36,Other,Faro,user565@example.com"
"C000566,40,Female,Coimbra,user566@example.com"
"C000567,31,Other,Braga,user567@example.com"
"C000568,27,Male,Porto,user568@example.com"
"C000569,18,Male,Coimbra,user569@example.com"
"C000570,17,Female,Lisbon,user570@example.com"
"C000571,62,Male,Lisbon,user571@example.com"
"C000572,48,Female,Braga,user572@example.com"
"C000573,63,Other,Lisbon,user573@example.com"
"C000574,45,Male,Faro,user574@example.com"
"C000575,31,Female,Coimbra,user575@example.com"
"C000576,16,Male,Porto,user576@example.com"
"C000577,63,Other,Coimbra,user577@example.com"
"C000578,37,Female,Porto,user578@example.com"
"C000579,60,Female,Coimbra,user579@example.com"
"C000580,56,Other,Lisbon,user580@example.com"
"C000581,53,Other,Faro,user581@example.com"
"C000582,49,Male,Faro,user582@example.com"
"C000583,20,Female,Lisbon,user583@example.com"
"C000584,65,Other,Porto,user584@example.com"
"C000585,47,Female,Coimbra,user585@example.com"
"C000586,35,Female,Faro,user586@example.com"
"C000587,47,Female,Porto,user587@example.com"
"C000588,62,Female,Coimbra,user588@example.com"
"C000589,47,Female,Porto,user589@example.com"
"C000590,44,Female,Braga,user590@example.com"
"C000591,60,Other,Faro,user591@example.com"
"C000592,66,Female,Faro,user592@example.com"
"C000593,40,Female,Coimbra,user593@example.com"
"C000594,56,Male,Lisbon,user594@example.com"
"C000595,26,Other,Coimbra,user595@example.com"
"C000596,41,Male,Lisbon,user596@example.com"
"C000597,59,Female,Faro,user597@example.com"
"C000598,64,Male,Porto,user598@example.com"
"C000599,39,Male,Lisbon,user599@example.com"
"C000600,50,Other,Braga,user600@example.com"
"C000601,67,Female,Braga,user601@example.com"
"C000602,34,Other,Porto,user602@example.com"
"C000603,52,Female,Faro,user603@example.com"
"C000604,44,Male,Porto,user604@example.com"
"C000605,56,Female,Porto,user605@example.com"
"C000606,19,Other,Faro,user606@example.com"
"C000607,25,Male,Coimbra,user607@example.com"
"C000608,67,Female,Lisbon,user608@example.com"
"C000609,45,Male,Lisbon,user609@example.com"
"C000610,48,Other,Coimbra,user610@example.com"
"C000611,46,Other,Faro,user611@example.com"
"C000612,18,Other,Lisbon,user612@example.com"
